Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
209,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.96
909,Maruti Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,6.46
1289,Honda City i DTEC VX,Jaipur,2015,66339,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5.0,,6.9
4538,Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,Manual,First,17.67 kmpl,1968 CC,138.08 bhp,5.0,,6.99
3871,Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.25
1842,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.32 Lakh,5.53
2497,Maruti Swift VDI BSIV,Hyderabad,2013,68800,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,5.0
4915,Ford Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,3.8
3655,Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,5.0,,16.0
958,Hyundai Xcent 1.2 Kappa Base,Kochi,2016,48163,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,4.85
1793,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.4 Lakh,5.0
2088,Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,11.85 Lakh,4.0
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.56 Lakh,10.34
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,6.86
3912,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,12.5
4423,Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,2019,17320,Diesel,Automatic,First,15.8 kmpl,2148 CC,170 bhp,5.0,,37.99
4950,Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5.0,8.91 Lakh,6.0
2459,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,11.89 Lakh,8.99
1774,Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,53000,Petrol,Automatic,Second,16.9 kmpl,1197 CC,81.86 bhp,5.0,,4.0
4221,Maruti Alto K10 LXI,Kochi,2014,51349,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3.91 Lakh,2.93
3379,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5.0,,4.25
4295,Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.9
3245,Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,4.31
4878,Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.79
2885,Toyota Fortuner 4x2 Manual,Jaipur,2014,69000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7.0,,20.0
3782,Mahindra Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7.0,,9.11
3964,Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.95 kmpl,1498 CC,97.6 bhp,5.0,8.55 Lakh,4.69
1710,Maruti Baleno Delta Automatic,Delhi,2017,44000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.2
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,9.75
2478,Toyota Etios Petrol TRD Sportivo,Chennai,2013,67620,Petrol,Manual,Second,17.6 kmpl,1496 CC,88.8 bhp,5.0,,4.2
1366,Chevrolet Optra Magnum 2.0 LT,Pune,2011,75372,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5.0,,3.34
173,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.39 Lakh,6.5
4058,Land Rover Discovery Sport TD4 HSE,Delhi,2016,77000,Diesel,Automatic,First,12.63 kmpl,2179 CC,147.5 bhp,5.0,,35.0
5043,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.3
2910,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2009,135000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,8.2
5238,Chevrolet Sail 1.2 LS,Jaipur,2013,48000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5.0,,3.25
4250,Toyota Corolla H2,Mumbai,2008,48233,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5.0,,1.8
1952,Honda Civic 2006-2010 1.8 V AT,Bangalore,2011,72000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5.0,,5.5
3218,Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,39.75
4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.55 Lakh,19.6
2036,Honda City i VTEC CVT SV,Mumbai,2016,8000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,9.45
3896,Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.85
4410,Honda City i DTEC SV,Kolkata,2014,26000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,5.5
18,Renault Duster 85PS Diesel RxL Plus,Kochi,2014,77469,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,6.34
0,Maruti Wagon R LXI CNG,Mumbai,2010,72000,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5.0,,1.75
2174,Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,8.6
1356,Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,2011,45000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5.0,,13.5
4475,Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,5.25
3195,Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,8.65
4169,Datsun redi-GO T Option,Kochi,2018,6279,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5.0,4.05 Lakh,3.6
396,BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,11.0
4517,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5.0,,10.2
3357,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.2
1812,Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,7.95
4758,Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,Petrol,Automatic,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.71
4359,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,2017,57539,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.83
816,Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,7.75
1572,Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,4.3
4160,Maruti Swift Dzire VDi,Hyderabad,2014,123900,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,5.4
1800,Maruti Wagon R VXI,Pune,2013,61000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.9
2280,Maruti Celerio VXI,Kolkata,2016,25562,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.5
3761,Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.68 kmpl,1999 CC,177 bhp,5.0,74.49 Lakh,42.0
4266,Hyundai Xcent 1.2 Kappa S Option,Kochi,2016,36216,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,5.44
4545,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,38.72
3997,Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,2015,27000,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,5.0,,5.99
5183,Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,12.68 Lakh,6.26
3877,Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,,4.25
3469,BMW 3 Series 320d Highline,Chennai,2008,170000,Diesel,Automatic,Third,16.07 kmpl,1995 CC,181 bhp,5.0,,9.75
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,6.25
5170,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.55
4308,Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.44 Lakh,7.56
554,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2007,51000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,4.9
1159,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.32 Lakh,4.77
1213,Ford Figo Diesel Titanium,Mumbai,2014,54000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.25
3464,Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3.5
1325,Maruti Swift Dzire ZXi,Coimbatore,2013,59254,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5.0,,5.29
4028,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04 kmpl,1991 CC,183 bhp,5.0,41.02 Lakh,24.5
3365,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,Second,10.5 kmpl,2835 CC,107.2 bhp,6.0,,6.2
700,Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,4.31
2700,Maruti Wagon R VXI 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5.0,5.71 Lakh,3.5
4303,Volkswagen Vento Diesel Comfortline,Kochi,2013,47910,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.89
1847,Mini Cooper Countryman D High,Coimbatore,2014,45535,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5.0,,19.41
4416,BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,36255,Diesel,Automatic,First,19.59 kmpl,1995 CC,184 bhp,5.0,,33.0
3880,Honda City i VTEC V,Mumbai,2015,28004,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,7.1
1455,Toyota Corolla Altis 1.8 G,Mumbai,2010,93000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,19.39 Lakh,4.5
5030,Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,8.63 Lakh,8.39
4445,Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,97000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7.0,,17.95
2877,Tata Tigor 1.05 Revotorq XZ Option,Kochi,2019,29279,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,5.0,,7.46
866,Mercedes-Benz E-Class Facelift,Coimbatore,2018,56652,Diesel,Automatic,First,13.0 kmpl,2987 CC,258 bhp,5.0,,50.29
4595,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,42366,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,31.93
1644,Honda Mobilio V i DTEC,Mumbai,2014,57000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,,5.75
2140,Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,8.1
4017,BMW X3 xDrive20d,Bangalore,2012,52000,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,,24.0
4648,Jaguar XF 2.2 Litre Luxury,Pune,2013,46000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,,24.0
1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5.0,18.35 Lakh,12.5
3101,Nissan Micra Diesel XV,Kolkata,2011,39002,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,2.85
729,Hyundai Verna Transform VTVT,Pune,2010,51000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5.0,,3.1
3862,Mahindra Ssangyong Rexton RX5,Pune,2013,57000,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7.0,,12.45
3515,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,,15.5
2620,Tata Indica Vista Quadrajet LS,Pune,2014,180000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5.0,,2.5
1936,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,7.3
3159,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.75
1110,Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.59 Lakh,5.88
4881,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,4.4
5374,Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,,23.0
2394,Honda City 1.5 S MT,Chennai,2008,114750,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,2.75
1185,Maruti Wagon R LXI BS IV,Kolkata,2012,35503,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.3
2007,Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,37451,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,6.64
193,Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,12.74 Lakh,8.5
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,13.48
578,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,33558,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,10.32 Lakh,8.12
2123,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,2000,Petrol,Manual,First,18.88 kmpl,1499 CC,110.4 bhp,5.0,,8.65
1429,Volkswagen Polo GTI,Chennai,2014,35059,Petrol,Automatic,First,17.21 kmpl,1798 CC,189 bhp,4.0,,5.75
771,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,50000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,15.65
4338,Hyundai i20 1.2 Magna,Bangalore,2010,52000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.65
2395,Ford Endeavour 2.2 Trend MT 4X4,Hyderabad,2016,107890,Diesel,Manual,First,13.5 kmpl,2198 CC,157.7 bhp,7.0,,20.5
5960,Tata Indica Vista Quadrajet VX,Hyderabad,2012,110000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5.0,,2.8
1846,Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,2013,255000,Diesel,Manual,Third,12.99 kmpl,2494 CC,100.6 bhp,7.0,,6.5
131,Mahindra XUV500 AT W10 FWD,Jaipur,2016,54000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,,13.25
178,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,22.95
5369,Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.45 bhp,5.0,,5.4
3826,Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,2.23
3583,Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,,4.0
2580,Honda Amaze S i-Vtech,Bangalore,2013,44000,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.35
3641,Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.5
4316,Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2014,81001,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,10.9
2652,Audi Q5 2.0 TDI Technology,Hyderabad,2014,50000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,35.0
5527,Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5.0,6.41 Lakh,4.57
2073,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5.0,42.48 Lakh,34.0
658,Toyota Corolla Executive (HE),Chennai,2007,89000,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5.0,,3.0
1896,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,8.68 Lakh,7.27
4421,Toyota Corolla 1.8 J,Delhi,2015,12000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5.0,,11.0
4082,Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2013,86300,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.5
2221,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2011,46000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.05
5693,Chevrolet Beat Diesel LS,Bangalore,2015,66000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,2.35
2379,Hyundai EON Era Plus,Jaipur,2017,52000,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.5
1447,Ford Fiesta Diesel Style,Chennai,2013,177000,Diesel,Manual,First,23.5 kmpl,1498 CC,88.7 bhp,5.0,,3.5
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.66
3620,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,,5.0
2527,Hyundai Santro Xing XO CNG,Pune,2005,100000,CNG,Manual,Third,17.0 km/kg,1086 CC,null bhp,5.0,,1.2
727,Hyundai i20 1.2 Magna,Chennai,2010,67714,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.25
4733,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.5
976,Hyundai i20 1.2 Sportz,Pune,2011,41980,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,3.3
5028,Honda City i VTEC VX,Kolkata,2015,32000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,5.5
5447,Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,38.72 Lakh,24.46
1928,Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,12.0
3711,Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.5
5777,Hyundai i20 Asta Option 1.2,Kolkata,2015,36000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.9
1299,Land Rover Discovery 4 TDV6 SE,Delhi,2013,65000,Diesel,Automatic,Second,11.8 kmpl,2993 CC,180 bhp,7.0,,34.0
4183,Tata Indica Vista Quadrajet VX,Chennai,2012,120000,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5.0,,2.6
5522,Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,6.6
660,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Mumbai,2014,35000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.75
1790,Honda City 1.3 EXI,Pune,2004,73500,Petrol,Manual,Second,13.0 kmpl,1343 CC,90 bhp,5.0,,1.3
3406,Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,Automatic,Second,20.0 kmpl,2143 CC,107.3 bhp,5.0,,19.75
3961,Honda Jazz 1.5 SV i DTEC,Hyderabad,2016,44345,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,6.1
493,Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,35437,Diesel,Automatic,First,20.0 kmpl,2143 CC,136 bhp,5.0,,18.58
3126,Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,5.49
4222,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Kolkata,2014,34233,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,22.5
4184,Hyundai i20 1.2 Magna,Kolkata,2010,45000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,1.9
5946,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2016,16000,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,,48.0
5536,Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,5.25
1085,Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,,8.77
5677,Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,,8.85
694,Audi A6 2.0 TDI Design Edition,Hyderabad,2014,48000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,,29.0
1278,Honda Civic 2010-2013 1.8 S MT,Mumbai,2010,86000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5.0,,2.9
4239,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,91200,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,,8.25
1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,Diesel,Manual,First,20.86 kmpl,1199 CC,73.9 bhp,5.0,,2.51
2561,Volvo S80 D5,Hyderabad,2008,79000,Diesel,Automatic,First,13.1 kmpl,2400 CC,215 bhp,5.0,,10.99
4198,Toyota Innova 2.5 G3,Kolkata,2005,65175,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,3.25
4448,Honda City 1.5 S MT,Delhi,2009,64000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.1
67,Mercedes-Benz C-Class Progressive C 220d,Coimbatore,2019,15369,Diesel,Automatic,First,0.0 kmpl,1950 CC,194 bhp,5.0,49.14 Lakh,35.67
3671,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.25
3917,Hyundai Elantra CRDi SX,Kolkata,2014,45000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,,7.0
2269,Maruti Baleno Sigma 1.2,Mumbai,2017,15544,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,5.65
4228,Maruti Zen Estilo LXI BS IV,Hyderabad,2011,61111,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5.0,,2.6
5764,Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,78000,Petrol,Manual,Second,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.3
820,Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,80000,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5.0,,1.79
1226,Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,23.25 Lakh,18.0
